"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4","VDC_name"
23617,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",736,"Pawannagar",NA,"Village development committee","Village development committee","Pawannagar"
23618,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",737,"Panchakule",NA,"Village development committee","Village development committee","Panchakule"
23619,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",738,"Narayanpur",NA,"Village development committee","Village development committee","Narayanpur"
23620,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",739,"Baghmare",NA,"Village development committee","Village development committee","Baghmare"
23621,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",740,"Sisahaniya",NA,"Village development committee","Village development committee","Sisahaniya"
23622,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",741,"Bijauri",NA,"Village development committee","Village development committee","Bijauri"
23623,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",742,"Dhanauri",NA,"Village development committee","Village development committee","Dhanauri"
23624,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",743,"Dharna",NA,"Village development committee","Village development committee","Dharna"
23625,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",744,"Dhikpur",NA,"Village development committee","Village development committee","Dhikpur"
23626,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",745,"Duruwa",NA,"Village development committee","Village development committee","Duruwa"
23627,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",746,"Goltakuri",NA,"Village development committee","Village development committee","Goltakuri"
23628,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",747,"Halwar",NA,"Village development committee","Village development committee","Halwar"
23629,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",748,"Hapur",NA,"Village development committee","Village development committee","Hapur"
23630,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",749,"Hekuli",NA,"Village development committee","Village development committee","Hekuli"
23631,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",750,"Kabhre",NA,"Village development committee","Village development committee","Kabhre"
23632,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",751,"Laxmipur",NA,"Village development committee","Village development committee","Laxmipur"
23633,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",752,"Rampur",NA,"Village development committee","Village development committee","Rampur"
23634,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",753,"Loharpani",NA,"Village development committee","Village development committee","Loharpani"
23635,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",754,"Manpur",NA,"Village development committee","Village development committee","Manpur"
23636,157,"NPL","Nepal",4,"Mid-Western",11,"Rapti",56,"Dang",755,"Sonpur",NA,"Village development committee","Village development committee","Sonpur"
22930,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",756,"Byash",NA,"Village development committee","Village development committee","Byash"
22931,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",757,"Seri",NA,"Village development committee","Village development committee","Seri"
22932,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",758,"Sharmauli",NA,"Village development committee","Village development committee","Sharmauli"
22933,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",759,"Sikhar",NA,"Village development committee","Village development committee","Sikhar"
22934,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",760,"Rithachaupata",NA,"Village development committee","Village development committee","Rithachaupata"
22935,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",761,"Rapla",NA,"Village development committee","Village development committee","Rapla"
22936,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",762,"Ranisikhar",NA,"Village development committee","Village development committee","Ranisikhar"
22937,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",763,"Pipalchauri",NA,"Village development committee","Village development committee","Pipalchauri"
22938,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",764,"Malikarjun",NA,"Village development committee","Village development committee","Malikarjun"
22939,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",765,"Latinath",NA,"Village development committee","Village development committee","Latinath"
22940,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",766,"Lali",NA,"Village development committee","Village development committee","Lali"
22941,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",767,"Kharkada",NA,"Village development committee","Village development committee","Kharkada"
22942,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",768,"Khar",NA,"Village development committee","Village development committee","Khar"
22943,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",769,"Khandeswori",NA,"Village development committee","Village development committee","Khandeswori"
22944,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",770,"Khalanga",NA,"Village development committee","Village development committee","Khalanga"
22945,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",771,"Kante",NA,"Village development committee","Village development committee","Kante"
22946,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",772,"Bhagawati",NA,"Village development committee","Village development committee","Bhagabati"
22947,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",773,"Boharigau",NA,"Village development committee","Village development committee","Boharigau"
22948,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",774,"Bramhadev",NA,"Village development committee","Village development committee","Bramhadev"
22949,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",775,"Sankarpur",NA,"Village development committee","Village development committee","Sankarpur"
22950,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",776,"Chhapari",NA,"Village development committee","Village development committee","Chhapari"
22951,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",777,"Dadakot",NA,"Village development committee","Village development committee","Dadakot"
22952,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",778,"Dattu",NA,"Village development committee","Village development committee","Dattu"
22953,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",779,"Sipti",NA,"Village development committee","Village development committee","Sipti"
22954,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",780,"Dethala",NA,"Village development committee","Village development committee","Dethala"
22955,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",781,"Sitaula",NA,"Village development committee","Village development committee","Sitaula"
22956,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",782,"Sunsera",NA,"Village development committee","Village development committee","Sunsera"
22957,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",783,"Tapoban",NA,"Village development committee","Village development committee","Tapoban"
22958,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",784,"Huti",NA,"Village development committee","Village development committee","Huti"
22959,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",785,"Hunainath",NA,"Village development committee","Village development committee","Hunainath"
22960,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",786,"Uku",NA,"Village development committee","Village development committee","Uku"
22961,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",787,"Hikila",NA,"Village development committee","Village development committee","Hikila"
22962,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",788,"Ghusa",NA,"Village development committee","Village development committee","Ghusa"
22963,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",789,"Guljar",NA,"Village development committee","Village development committee","Guljar"
22964,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",790,"Gokuleswor",NA,"Village development committee","Village development committee","Gokuleswor"
22965,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",791,"Dhap",NA,"Village development committee","Village development committee","Dhap"
22966,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",792,"Dhari",NA,"Village development committee","Village development committee","Dhari"
22967,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",793,"Dhaulakot",NA,"Village development committee","Village development committee","Dhaulakot"
22968,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",794,"Dhuligada",NA,"Village development committee","Village development committee","Dhuligada"
22969,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",795,"Eyarkot",NA,"Village development committee","Village development committee","Eyarkot"
22970,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",38,"Darchula",796,"Gwani",NA,"Village development committee","Village development committee","Gwani"
20678,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",797,"Jyamrung",NA,"Village development committee","Village development committee","Jyamrung"
20679,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",798,"Mahadevsthan",NA,"Village development committee","Village development committee","Mahadevsthan"
20680,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",799,"Maidi",NA,"Village development committee","Village development committee","Maidi"
20681,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",800,"Kumpur",NA,"Village development committee","Village development committee","Kumpur"
20682,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",801,"Kiranchok",NA,"Village development committee","Village development committee","Kiranchok"
20683,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",802,"Khari",NA,"Village development committee","Village development committee","Khari"
20684,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",803,"Aginchok",NA,"Village development committee","Village development committee","Aginchok"
20685,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",804,"Baseri",NA,"Village development committee","Village development committee","Baseri"
20686,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",805,"Budhathum",NA,"Village development committee","Village development committee","Budhathum"
20687,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",806,"Darkha",NA,"Village development committee","Village development committee","Darkha"
20688,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",807,"Gumdi",NA,"Village development committee","Village development committee","Gumdi"
20689,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",808,"Jharlang",NA,"Village development committee","Village development committee","Jharlang"
20690,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",809,"Marpak",NA,"Village development committee","Village development committee","Marpak"
20691,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",810,"Mulpani",NA,"Village development committee","Village development committee","Mulpani"
20692,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",811,"Phulkhark",NA,"Village development committee","Village development committee","Phulkhark"
20693,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",812,"Khalte",NA,"Village development committee","Village development committee","Khalte"
20694,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",813,"Kewalpur",NA,"Village development committee","Village development committee","Kewalpur"
20695,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",814,"ReeGaun",NA,"Village development committee","Village development committee","Reegaun"
20696,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",815,"Kalleri",NA,"Village development committee","Village development committee","Kalleri"
20697,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",816,"Katunje",NA,"Village development committee","Village development committee","Katunje"
20698,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",817,"Lapa",NA,"Village development committee","Village development committee","Lapa"
20699,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",818,"Jogimara",NA,"Village development committee","Village development committee","Jogimara"
20700,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",819,"Sertung",NA,"Village development committee","Village development committee","Sertung"
20701,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",820,"Jeewanpur",NA,"Village development committee","Village development committee","Jeewanpur"
20702,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",821,"Tipling",NA,"Village development committee","Village development committee","Tipling"
20703,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",822,"Goganpani",NA,"Village development committee","Village development committee","Goganpani"
20704,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",823,"Gajuri",NA,"Village development committee","Village development committee","Gajuri"
20705,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",824,"Salyankot",NA,"Village development committee","Village development committee","Salyankot"
20706,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",825,"Baireni",NA,"Village development committee","Village development committee","Baireni"
20707,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",826,"Nalang",NA,"Village development committee","Village development committee","Nalang"
20708,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",827,"Benighat",NA,"Village development committee","Village development committee","Benighat"
20709,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",828,"Bhumesthan",NA,"Village development committee","Village development committee","Bhumesthan"
20710,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",829,"Muralibhanjyang",NA,"Village development committee","Village development committee","Muralibhanjyang"
20711,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",830,"Chainpur",NA,"Village development committee","Village development committee","Chainpur"
20712,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",831,"ChhatreDyaurali",NA,"Village development committee","Village development committee","Chhatredyaurali"
20713,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",832,"Dhola",NA,"Village development committee","Village development committee","Dhola"
20714,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",833,"Kalleri",NA,"Village development committee","Village development committee","Kalleri"
20715,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",834,"Thakre",NA,"Village development committee","Village development committee","Thakre"
20716,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",835,"Tasarpu",NA,"Village development committee","Village development committee","Tasarpu"
20717,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",836,"Sunaulabazar",NA,"Village development committee","Village development committee","Sunaulabazar"
20718,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",837,"Semjong",NA,"Village development committee","Village development committee","Semjong"
20719,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",838,"Sangkosh",NA,"Village development committee","Village development committee","Sangkosh"
20720,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",839,"Salang",NA,"Village development committee","Village development committee","Salang"
20721,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",840,"Pida",NA,"Village development committee","Village development committee","Pida"
20722,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",841,"Dhussa",NA,"Village development committee","Village development committee","Dhussa"
20723,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",842,"Nilkantha",NA,"Village development committee","Village development committee","Nilkantha"
20724,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",843,"Naubise",NA,"Village development committee","Village development committee","Naubise"
20725,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",844,"Salyantar",NA,"Village development committee","Village development committee","Salyantar"
20726,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",845,"Satyadevi",NA,"Village development committee","Village development committee","Satyadevi"
20727,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",846,"Tripureswor",NA,"Village development committee","Village development committee","Tripureswor"
21979,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",847,"Bodhe",NA,"Village development committee","Village development committee","Bodhe"
21980,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",848,"Rajarani",NA,"Village development committee","Village development committee","Rajarani"
21981,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",849,"Tankhuwa",NA,"Village development committee","Village development committee","Tankhuwa"
21982,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",850,"Mounabudhuk",NA,"Village development committee","Village development committee","Mounabudhuk"
21983,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",851,"Telia",NA,"Village development committee","Village development committee","Telia"
21984,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",852,"Mahabharat",NA,"Village development committee","Village development committee","Mahabharat"
21985,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",853,"Chanuwa",NA,"Village development committee","Village development committee","Chanuwa"
21986,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",854,"Vedetar",NA,"Village development committee","Village development committee","Vedetar"
21987,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",855,"Dandagoun",NA,"Village development committee","Village development committee","Dandagaun"
21988,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",856,"Falate",NA,"Village development committee","Village development committee","Falate"
21989,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",857,"Kurule",NA,"Village development committee","Village development committee","Kurule"
21990,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",858,"Khuwafok",NA,"Village development committee","Village development committee","Khuwafok"
21991,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",859,"Khoku",NA,"Village development committee","Village development committee","Khoku"
21992,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",860,"Faksib",NA,"Village development committee","Village development committee","Faksib"
21993,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",861,"Mudebas",NA,"Village development committee","Village development committee","Mudebas"
21994,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",862,"DhankutaN.P.",NA,"Village development committee","Village development committee","Dhankuta N.P."
21995,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",863,"Danda Bazar",NA,"Village development committee","Village development committee","Dandabazar"
21996,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",864,"Chungwang",NA,"Village development committee","Village development committee","Chungwang"
21997,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",865,"Chhintang",NA,"Village development committee","Village development committee","Chhintang"
21998,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",866,"BudiMorang",NA,"Village development committee","Village development committee","Budimorang"
21999,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",867,"Budhabare",NA,"Village development committee","Village development committee","Budhabare"
22000,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",868,"Ghorlikharka",NA,"Village development committee","Village development committee","Ghorlikharka"
22001,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",869,"Hathikharka",NA,"Village development committee","Village development committee","Hathikharka"
22002,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",870,"Leguwa",NA,"Village development committee","Village development committee","Leguwa"
22003,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",871,"MarekKatahare",NA,"Village development committee","Village development committee","Marekkatahare"
22004,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",872,"Muga",NA,"Village development committee","Village development committee","Muga"
22005,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",873,"Murtidhunga",NA,"Village development committee","Village development committee","Murtidhunga"
22006,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",874,"Pakhribas",NA,"Village development committee","Village development committee","Pakhribas"
22007,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",875,"Parewadin",NA,"Village development committee","Village development committee","Parewadin"
22008,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",876,"Sanne",NA,"Village development committee","Village development committee","Sanne"
22009,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",877,"Ahale",NA,"Village development committee","Village development committee","Ahale"
22010,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",878,"Ankhisalla",NA,"Village development committee","Village development committee","Ankhisalla"
22011,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",879,"Basantatar",NA,"Village development committee","Village development committee","Basantatar"
22012,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",880,"Belhara",NA,"Village development committee","Village development committee","Belhara"
22013,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",881,"Bhirgaun",NA,"Village development committee","Village development committee","Bhirgaun"
22014,157,"NPL","Nepal",2,"East",4,"Koshi",21,"Dhankuta",882,"ArkhauleJitpur",NA,"Village development committee","Village development committee","Arkhaulejitpur"
21078,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",883,"Gopalpur",NA,"Village development committee","Village development committee","Gopalpur"
21079,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",884,"Paterwa",NA,"Village development committee","Village development committee","Paterwa"
21080,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",885,"Sapahi",NA,"Village development committee","Village development committee","Sapahi"
21081,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",886,"Pachaharwa",NA,"Village development committee","Village development committee","Pachaharwa"
21082,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",887,"Shantipur",NA,"Village development committee","Village development committee","Shantipur"
21083,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",888,"Nanupatti",NA,"Village development committee","Village development committee","Nanupatti"
21084,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",889,"Nagaraeen",NA,"Village development committee","Village development committee","Nagaraeen"
21085,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",890,"Marchaijhitakaiya",NA,"Village development committee","Village development committee","Marchaijhitakaiya"
21086,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",891,"Mahuwa(Pra.Ko)",NA,"Village development committee","Village development committee","Mahuwa(Pra.Ko)"
21087,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",892,"KajaraRamaul",NA,"Village development committee","Village development committee","Kajararamaul"
21088,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",893,"Jhatiyahi",NA,"Village development committee","Village development committee","Jhatiyahi"
21089,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",894,"KajaraRamaul",NA,"Village development committee","Village development committee","Kajararamaul"
21090,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",895,"Hariharpur",NA,"Village development committee","Village development committee","Hariharpur"
21091,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",896,"Gopalpur",NA,"Village development committee","Village development committee","Gopalpur"
21092,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",897,"Godar",NA,"Village development committee","Village development committee","Godar"
21093,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",898,"Digambarpur",NA,"Village development committee","Village development committee","Digambarpur"
21094,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",899,"Dhanusadham",NA,"Village development committee","Village development committee","Dhanusadham"
21095,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",900,"Dhalkebar",NA,"Village development committee","Village development committee","Dhalkebar"
21096,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",901,"D.Govindapur",NA,"Village development committee","Village development committee","D.Govindapur"
21097,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",902,"Bhutahipaterwa",NA,"Village development committee","Village development committee","Bhutahipaterwa"
21098,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",903,"Bhuchakrapur",NA,"Village development committee","Village development committee","Bhuchakrapur"
21099,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",904,"Bharatpur",NA,"Village development committee","Village development committee","Bharatpur"
21100,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",905,"Begadawar",NA,"Village development committee","Village development committee","Begadawar"
21101,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",906,"Bateswor",NA,"Village development committee","Village development committee","Bateswor"
21102,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",907,"Baramajhiya",NA,"Village development committee","Village development committee","Baramajhiya"
21103,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",908,"Baniniya",NA,"Village development committee","Village development committee","Baniniya"
21104,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",909,"Mahuwa(Pra.Khe)",NA,"Village development committee","Village development committee","Mahuwa(Pra.Khe)"
21105,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",910,"Raghunathpur",NA,"Village development committee","Village development committee","Raghunathpur"
21106,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",911,"Lagmagadhaguthi",NA,"Village development committee","Village development committee","Lagmagadhaguthi"
21107,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",912,"KhajuriChanha",NA,"Village development committee","Village development committee","Khajurichanha"
21108,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",913,"Satosar",NA,"Village development committee","Village development committee","Satosar"
21109,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",914,"Yadukush",NA,"Village development committee","Village development committee","Yadukush"
21110,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",915,"TulsiChauda",NA,"Village development committee","Village development committee","Tulsichauda"
21111,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",916,"Laxminiwas",NA,"Village development committee","Village development committee","Laxminiwas"
21112,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",917,"Makhanaha",NA,"Village development committee","Village development committee","Makhanaha"
21113,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",918,"Mithileswormauwahi",NA,"Village development committee","Village development committee","Mithileswormauwahi"
21114,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",919,"Nakatajhijh",NA,"Village development committee","Village development committee","Nakatajhijh"
21115,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",920,"Puspalpur",NA,"Village development committee","Village development committee","Puspalpur"
21116,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",921,"RamaidaiyaBhawadi",NA,"Village development committee","Village development committee","Ramaidaiyabhawadi"
21117,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",922,"SakhuwaMahendranaga",NA,"Village development committee","Village development committee","Sakhuwamahendranagar"
21118,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",923,"Sinurjoda",NA,"Village development committee","Village development committee","Sinurjoda"
21119,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",924,"TarapattiSirsiya",NA,"Village development committee","Village development committee","Tarapattisirsiya"
21120,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",925,"Yagyabhumi",NA,"Village development committee","Village development committee","Yagyabhumi"
21121,157,"NPL","Nepal",1,"Central",2,"Janakpur",9,"Dhanusa",926,"TulsiyaniJabdi",NA,"Village development committee","Village development committee","Tulsiyanijabdi"
